symbol,year,quarter,category,company_name,sector,success,error,time_seconds,prediction,confidence,direction_score,actual_return_30d_pct,correct,trade_long,trade_long_tier,summary,input_tokens,output_tokens,cost_usd,risk_code,long_block_reason,eps_surprise,earnings_day_return,pre_earnings_5d_return,computed_positives,computed_vetoes,le_DirectionScore,le_LongEligible,le_HardPositivesCount,le_HardVetoCount,le_GuidanceRaised,le_DemandAcceleration,le_MarginExpansion,le_FCFImprovement,le_VisibilityImproving,le_GuidanceCut,le_DemandSoftness,le_MarginWeakness,le_CashBurn,le_VisibilityWorsening,le_PricedInRisk,reaction_date
WAB,2020,3,GAINER,Wabtec,Industrials,True,,104.1577091217041,UP,0.6,6.0,33.2562,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — commentary shifted from pandemic-navigation to cautious confidence (improving margins, deleveraging, backlog strength) but retained caution on specific end-markets. Upside drivers: slight EPS beat, improved adjusted operating margin (15.7%), positive cash flow ($230M) and >$200M debt reduction plus a large multi-year backlog (~$21B / 12‑month backlog $5.2B). Downside drivers: mixed revenue dynamics with freight sales down 7%, digi",5176,1428,0.00415,low,HAS_VETOES,0.0555555555555554,4.5932,-5.88,3,1,6.0,NO,3.0,1.0,UNKNOWN,NO,YES,YES,YES,NO,YES,NO,NO,NO,Low,2020-07-28
UPS,2019,4,LOSER,United Parcel Service,Industrials,True,,112.18509483337402,DOWN,0.3,3.0,-18.5988,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the call highlighted clear headwinds (pension discount impacts, SMB network initiatives) and presented a more conservative FY guide/range and quantified EPS drags even while reporting a strong seasonal quarter. Upside drivers: solid Q4 operating profit +14%, U.S. domestic revenue/operating profit strength (U.S. rev +7%, U.S. op profit +20%), unit-cost improvement and strong Next Day Air / deferred volumes. Downside drivers: guidance t",5209,1640,0.004582,high,HIGH_RISK,0.0047619047619046,-6.7035,-7.64,2,2,3.0,NO,2.0,2.0,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,High,2019-10-22
MTCH,2019,3,GAINER,Match Group,Communication Services,True,,156.3517050743103,DOWN,0.3,3.0,12.4764,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the market reaction (a ~9% pre-earnings sell-off followed by another ~2.5% drop on the print) and the absence of any reported guidance lift imply management framed the quarter with caution/uncertainty rather than optimism. Main upside drivers short-term: solid absolute revenue (~$914M) and a positive EPS print in isolation (EPS $0.67) that could attract bargain hunters if investors view the print as stabilization. Main downside driver",3211,1812,0.004427,medium,HAS_VETOES,,-2.5156,-9.07,0,2,3.0,NO,0.0,2.0,NO,NO,NO,UNKNOWN,NO,NO,YES,UNKNOWN,UNKNOWN,YES,Medium,2019-08-07
BEN,2020,1,LOSER,Franklin Resources,Financial Services,True,,94.73036813735962,DOWN,0.4,4.0,-27.0934,True,False,,"**PART 1 - Analysis:**
Management tone = Moderately optimistic — they highlight record ETF inflows, strong SMA growth, improved profitability and a plan to grow Fiduciary Trust materially via M&A, while also noting ongoing net outflows in some businesses and pressure in the VA line. Main upside drivers: record $1.2B ETF net sales, SMA assets +45% YoY, improved profitability, $260M buybacks and a higher dividend, and near-term EPS accretion from announced deals. Main downside drivers: continued n",5308,1289,0.003905,low,HAS_VETOES,0.0606060606060604,5.5153,2.06,2,1,4.0,NO,2.0,1.0,NO,YES,YES,UNKNOWN,UNKNOWN,NO,YES,NO,UNKNOWN,NO,Low,2020-01-30
PAYX,2019,2,GAINER,Paychex,Industrials,True,,104.37758111953735,DOWN,0.4,4.0,12.671,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they reported solid current results but used tempered guidance and flagged deceleration in PEO/insurance growth ahead. Upside drivers: 7% revenue growth, strong PEO segment (+15%), higher interest income and a healthy cash/dividend profile. Downside drivers: expenses grew 10% (outpacing revenue) causing margin compression, much of EPS gain was aided by a lower tax rate (not necessarily repeatable), management gave conservative/tempere",5467,1568,0.004503,low,HAS_VETOES,,0.6841,-4.93,0,3,4.0,NO,0.0,3.0,NO,NO,NO,UNKNOWN,NO,NO,YES,YES,NO,YES,Low,2019-06-26
TSN,2019,3,GAINER,Tyson Foods,Consumer Defensive,True,,90.4478840827942,DOWN,0.4,4.0,11.4343,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they reaffirm guidance and speak positively about segments and international growth but remain cautious on margins and cite acquisition-driven mix effects. Upside drivers: solid revenue/volume growth (+11.8% volume, +$834M revenue YoY), stronger YTD operating cash flow (> $1.5B) and ongoing buybacks; positive earnings-day price reaction (+5.1%) shows near-term investor relief. Downside drivers: EPS declined QoQ and YoY, average sell",5162,1532,0.004354,low,HAS_VETOES,,5.1028,3.18,1,1,4.0,NO,1.0,1.0,NO,NO,NO,YES,UNKNOWN,NO,NO,YES,NO,UNKNOWN,Low,2019-08-05
JKHY,2019,1,LOSER,Jack Henry & Associates,Technology,True,,83.50846219062805,DOWN,0.4,4.0,-18.0377,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the team was cautiously optimistic on growth but explicitly flagged a near-term migration pause, margin pressures and elevated CAPEX. Main upside drivers: broad-based revenue growth (total +9%, complementary solutions +13%), new platform customers and strong free cash flow. Main downside drivers: operating-margin compression (27%→26%), higher amortization, a $2.9m decline in one‑time deconversion fees, a sizable jump in CapEx, no buyb",5423,1487,0.00433,medium,HAS_VETOES,,-2.7133,-2.12,1,3,4.0,NO,1.0,3.0,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,Medium,2019-02-05
MMM,2019,1,LOSER,3M,Industrials,True,,100.20773816108704,DOWN,0.3,3.0,-23.9504,True,False,,"**PART 1 - Analysis:**
Management tone reads as Moderately cautious — the market reaction (large pre-earnings sell-off and a ~-13% move on the print) implies emphasis on headwinds/uncertainty or disappointing forward commentary. Potential upside is limited (possible oversold bounce and the headline revenue/EPS print of $6.517B / $1.56), while major downside drivers are the strong negative market reaction, likely conservative/weak guidance or commentary on demand softness, and visibility deterior",3212,1640,0.004083,high,HIGH_RISK,,-12.9443,-12.37,0,2,3.0,NO,0.0,2.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,UNKNOWN,UNKNOWN,YES,High,2019-01-29
GPC,2019,1,LOSER,Genuine Parts Company,Consumer Cyclical,True,,95.5689730644226,UP,0.6,4.0,-11.8671,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — they reaffirmed full-year guidance, acknowledged FX and divestiture headwinds, and highlighted pockets of strength (industrial upgrade, comp-sales gains), so the call was neither overtly bullish nor overtly cautious. Upside drivers: organic comp-sales growth, improved gross margin and industrial segment operating leverage, and loyalty program momentum; downside drivers: net income decline vs prior quarters, FX headwinds, the $100M revenue divest",5323,1738,0.004807,high,HIGH_RISK,,-6.3333,-6.33,1,0,4.0,NO,1.0,0.0,NO,NO,YES,UNKNOWN,NO,NO,NO,NO,UNKNOWN,NO,High,2019-02-19
LHX,2020,3,GAINER,L3Harris,Industrials,True,,202.13411808013916,UP,0.6,6.0,16.5695,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management raised margin, free-cash-flow and EPS outlooks and used confident language versus prior cautious quarters. Main upside drivers: small but real EPS beat, consolidated margin expansion (60bps), strong adjusted FCF and aggressive buybacks, plus book-to-bill >1 in key segment(s) and stated guidance/margin upgrades. Main downside drivers: uneven performance across segments (Aviation Systems organic revenue and operating income",5137,1661,0.004606,medium,D6_RISK_NOT_LOW,0.0441176470588234,-1.1292,-6.22,3,0,6.0,NO,3.0,0.0,YES,UNKNOWN,YES,YES,UNKNOWN,NO,NO,NO,NO,NO,Medium,2020-07-31
PSKY,2020,4,LOSER,Paramount Skydance Corp,Communication Services,True,,260.46168088912964,UP,0.6,6.0,-36.368,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — no strongly optimistic language or explicit conservatism is provided in the materials. The quarter showed a small EPS beat (+$0.03) and the stock popped ~+3.2% on the print, which are modestly bullish near-term drivers. Main upside drivers: the in-quarter beat and positive intraday market reaction, plus an apparently solid revenue base (~$6.73B). Main downside drivers: no evidence of a guidance raise (guidance status unknown), absence of clear m",3233,1023,0.002854,low,D6_POSITIVES_LOW,0.0297029702970297,3.184,0.56,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-11-06
KLAC,2020,2,LOSER,KLA Corporation,Technology,True,,101.75032806396484,UP,0.6,6.0,-22.3092,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — results contained a modest EPS beat and positive commentary but did not (as disclosed) come with a clear, aggressive upward revision to forward guidance. Main upside drivers: the in-quarter EPS beat and the strong intraday market reaction (+5.22%) indicating some investor relief and momentum. Main downside drivers: the surprise was small (EPS +0.03), there is no evidence of an explicit guidance raise, and without visible margin / cash-flow upgra",3233,1191,0.00319,low,D6_SECTOR_EXCLUDED,0.0310077519379845,5.2198,1.63,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-05-05
GD,2019,4,LOSER,General Dynamics,Industrials,True,,110.75986504554749,UP,0.6,6.0,-27.9911,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management provided slightly higher/full-year revenue granularity (company ~ $40.7B for 2020 and Aerospace ~ $10B) and explicit margin targets, while acknowledging some program timing/receivables risks. Main upside drivers: modest EPS beat (+$0.06), QoQ and YoY revenue improvement, 50 bps operating margin expansion, $2B+ Q4 free cash flow and an $87B backlog that improves near-term revenue visibility and underpins guidance. Main dow",5360,1315,0.00397,medium,D6_RISK_NOT_LOW,0.0203488372093022,-0.0871,0.2,5,0,6.0,NO,5.0,0.0,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,Medium,2019-10-23
MU,2020,2,GAINER,Micron Technology,Technology,True,,99.83224987983704,DOWN,0.4,4.0,13.5294,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the company delivered a modest EPS beat and the stock moved up on the print, but there is no evidence of an enthusiastic, raised-guidance narrative in the materials provided. Main upside drivers: small EPS surprise (0.22) and a positive intraday move (+5.39%) that can sustain some momentum. Main downside drivers: a very large pre-earnings run-up (+22.5%) creating strong sell-the-news pressure, no documented guidance raise or clear accelerating d",3233,1125,0.003058,high,HIGH_RISK,0.2162162162162162,5.3882,22.51,0,0,4.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2020-06-29
ALLE,2019,3,GAINER,Allegion,Industrials,True,,104.97111082077026,UP,0.6,4.0,17.8404,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the company reported a record quarter (revenue, margins, EPS) but management was cautious on regional headwinds (EMEIA, APAC) and merely affirmed full‑year guidance rather than raising it. Upside drivers: material margin expansion (230bp), ~20% adjusted EPS growth, organic revenue growth and continued buybacks provide near‑term earnings support. Downside drivers: stock ran up into the print (+9% pre‑earnings), guidance was only reaffirmed (no ra",5281,1619,0.004558,medium,HAS_VETOES,,8.901,9.15,3,1,4.0,NO,3.0,1.0,NO,YES,YES,YES,UNKNOWN,NO,YES,NO,NO,UNKNOWN,Medium,2019-07-25
EOG,2019,3,GAINER,EOG Resources,Energy,True,,91.38962507247923,UP,0.7,7.0,15.7379,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management raised U.S. oil growth guidance (14%→15%), highlighted production beating the high end (>464k bbl/d), stronger early well productivity (15–20% improvement in key plays), lower well costs and a 7% LOE improvement, and strong cash generation (discretionary cash flow ~$2bn, positive free cash flow after dividends). Upside drivers: production beat + raised growth target, capex discipline and improved FCF, materially better we",5378,1407,0.004158,medium,ENERGY_EPS_LOW,,4.6486,7.83,5,0,7.0,NO,5.0,0.0,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,Medium,2019-08-01
JKHY,2020,4,LOSER,Jack Henry & Associates,Technology,True,,103.20389699935912,UP,0.6,4.0,-17.2662,False,False,,"**PART 1 - Analysis:**
Management tone is Moderately cautious — they flagged macro uncertainty and framed FY21 guidance conservatively despite reporting the quarter as the company's strongest sales quarter ever. Upside drivers: record sales momentum, new customer wins and strong FY operating cash flow; downside drivers: margin compression (reported and non‑GAAP operating margins declined), R&D spending up 20%, and a conservative forward posture that disappointed the market (large intraday -12.9%",5454,1376,0.004115,high,HIGH_RISK,0.0256410256410256,-12.875,-8.33,2,2,4.0,NO,2.0,2.0,NO,YES,NO,YES,UNKNOWN,NO,NO,YES,NO,YES,High,2020-11-04
NXPI,2019,3,GAINER,NXP Semiconductors,Technology,True,,123.662917137146,DOWN,0.4,4.0,11.7349,False,False,,"**PART 1 - Analysis:**
Management tone is Moderately cautious — they framed a tempered, flat/YoY-down revenue outlook with explicit mention of macro headwinds and segment divergence despite operational improvements. Upside drivers: stronger-than-expected margins, tight expense control, and healthy free cash flow/leverage reduction; downside drivers: YoY revenue declines in core segments (automotive, industrial), cautious/flat guidance (sell-the-news risk after a ~6% pre-run-up), and exposure to ",5228,1655,0.004617,medium,HAS_VETOES,,5.3014,6.15,2,2,4.0,NO,2.0,2.0,NO,UNKNOWN,YES,YES,NO,NO,YES,NO,NO,YES,Medium,2019-07-30
UAL,2020,2,GAINER,United Airlines Holdings,Industrials,True,,121.67848992347716,DOWN,0.3,3.0,11.5513,False,False,,"**PART 1 - Analysis:**
Management tone is Very cautious — repeated language about severe demand weakness, workforce reductions, and a focus on liquidity and cost-cutting for the next 1–2 quarters. Upside drivers: June PRASM improvement, strong cargo revenue gain, large liquidity raises and lower projected Q3 cash burn ($25m/day) which reduce immediate solvency risk. Downside drivers: Q2 revenue collapse (~87%), large pre-tax losses, explicit weak Q3 capacity/revenue guidance (domestic down ≥55%;",5575,1682,0.004758,high,HIGH_RISK,-0.0197152245345016,-4.2334,-12.92,0,5,3.0,NO,0.0,5.0,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,High,2020-04-30
APD,2020,4,LOSER,Air Products,Basic Materials,True,,102.59694004058838,DOWN,0.3,3.0,-13.4271,True,False,,"**PART 1 - Analysis:**
Management's medium-term tone is ""Moderately cautious"" — they tout strong margins, steady distributable cash flow and multi-year project wins, but explicitly withdrew FY2021 EPS/CapEx guidance and flagged uncertainty (guidance to be provided only if outlook clears in January). Upside drivers: sustained >40% EBITDA margins, multi-quarter price gains, strong distributable cash flow and dividend raise, and sequential volume recovery. Downside drivers: withdrawal of guidance (",5276,1436,0.004191,high,HIGH_RISK,-0.0090497737556561,-9.3977,-2.92,2,2,3.0,NO,2.0,2.0,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,High,2020-11-11
TRGP,2020,2,LOSER,Targa Resources,Energy,True,,79.13376092910767,DOWN,0.5,5.0,-23.8095,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they revised the bottom end of FY EBITDA higher, expect positive free cash flow after dividends in H2, and highlighted volumes largely returning and a new plant online ahead of schedule. Main upside drivers: guidance raise, H2 FCF visibility, Permian volumes recovery, NGL storage benefits and strong liquidity; main downside drivers: segment margin headwinds (marketing optimization declines), significant May shut-ins in some regions ",5225,1799,0.004904,high,HIGH_RISK,1.875,-3.9683,3.64,3,2,5.0,NO,3.0,2.0,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,High,2020-05-07
FFIV,2019,3,LOSER,"F5, Inc.",Technology,True,,92.00863099098206,DOWN,0.4,4.0,-10.567,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — there is no evidence of overt optimism or caution in the provided notes, and the small after-hours negative reaction suggests messaging was roughly in-line rather than upbeat. Main upside drivers: solid reported revenue ($810.1M) and EPS (3.30) imply underlying profitability and there was a modest pre-run-up (+2.55%) into the print. Main downside drivers: earnings-day after-hours drift (-0.66%) plus no indication of a guidance raise or new catal",3211,948,0.002699,medium,DIR_TOO_LOW,,-0.6592,2.55,0,0,4.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-07-24
CVS,2019,4,LOSER,CVS Health,Healthcare,True,,82.13205814361572,DOWN,0.4,4.0,-21.0427,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlighted improving PBM profitability, successful contract renewals and multi-year modernization benefits, but also acknowledged lingering rebate and HIF headwinds and a one-time lower tax rate. Upside drivers: strong consolidated revenue (+23% YoY), PBM momentum (script growth, on-boarding IngenioRx, high renewal retention) and announced modernization savings. Downside drivers: only a tiny EPS beat (+$0.03), guidance appears",5308,1689,0.004705,medium,HAS_VETOES,0.0297619047619047,-0.1354,4.55,2,1,4.0,NO,2.0,1.0,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,Medium,2019-11-06
GDDY,2020,4,LOSER,GoDaddy,Technology,True,,106.56682705879211,DOWN,0.4,4.0,-16.9628,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they emphasize bookings/revenue growth, customer adds, FCF improvement and strategic M&A integration, but explicitly note short-term dilution from Poynt and incremental marketing spend. The quarter shows several bullish datapoints (bookings +13% to $943M, revenue $874M +12% YoY, 1.4M net new customers, ARPU +5%, FCF +12%), but the stock had a ~+7% run into the print and then fell ~7.6% on the release — a classic ""buy the rumor, se",5150,1493,0.004273,high,HIGH_RISK,0.1388888888888888,-7.6467,7.29,2,0,4.0,NO,2.0,0.0,NO,YES,NO,YES,UNKNOWN,NO,NO,NO,NO,NO,High,2020-11-04
EA,2020,1,GAINER,Electronic Arts,Technology,True,,78.46908688545227,UP,0.6,6.0,11.0308,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlighted strong franchise execution (FIFA Ultimate Team, Sims promotions, live services) and a confident content pipeline (Madden/FIFA launches, Apex investments) while keeping guidance broadly consistent with prior expectations. Main upside drivers: revenue and bookings beats vs guidance, operating income and margins improved, cash flow and active buybacks; downside drivers: net bookings roughly flat YoY, mobile and full-ga",5343,1473,0.004282,low,HAS_VETOES,,4.4372,0.4,2,1,6.0,NO,2.0,1.0,NO,NO,YES,YES,UNKNOWN,NO,YES,NO,NO,NO,Low,2020-01-30
INCY,2020,2,LOSER,Incyte,Healthcare,True,,81.98081302642822,DOWN,0.4,4.0,-11.6416,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately optimistic — they emphasized near-term regulatory filings, trial initiations and pipeline catalysts while highlighting strong Jakafi sales, but the quarter's beat was materially helped by a $95M one-time milestone and expenses rose. Main upside drivers: stronger Jakafi revenue growth, healthy cash balance ($1.6B) and clear near-term catalysts (NDA/sNDA submissions, pivotal trial starts). Main downside drivers: the $95M one-time milestone infla",5376,1392,0.004128,medium,HAS_VETOES,0.425287356321839,-1.8076,-0.66,1,1,4.0,NO,1.0,1.0,NO,UNKNOWN,NO,UNKNOWN,YES,NO,NO,YES,UNKNOWN,NO,Medium,2020-05-05
A,2020,1,LOSER,Agilent Technologies,Healthcare,True,,102.31997394561768,DOWN,0.5,5.0,-18.7168,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the available information and market reaction show neither clear optimism nor pronounced caution (no guidance raise/cut disclosed, modest language implied). Main upside drivers: modest after-hours positive move (+0.66%) and stable reported revenue (~$6.95B) with EPS $1.53, implying results were at least in-line and avoided a negative surprise. Main downside drivers: no evidence of raised guidance or improving visibility, so limited fresh catalys",3212,1309,0.003421,low,DIR_TOO_LOW,,0.6605,0.43,0,0,5.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2020-02-18
CVS,2019,2,GAINER,CVS Health,Healthcare,True,,75.8935661315918,UP,0.7,7.0,17.6373,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management raised guidance, emphasized strong cash generation and debt paydown, and highlighted margin and revenue improvements across most segments. Main upside drivers: large beat in revenue and adj. EPS, raised/tightened guidance, strong cash from operations ($5.3B) and demonstrated margin expansion (adjusted operating income +55.1%, PBM margin improvement). Main downside drivers: Retail/Long‑Term Care adjusted operating income d",5235,1416,0.004141,low,D7_EPS_MISSING,,7.4505,4.03,5,0,7.0,NO,5.0,0.0,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,Low,2019-05-01
SMCI,2020,2,LOSER,Supermicro,Technology,True,,97.77920913696288,DOWN,0.3,3.0,-31.8841,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the market’s +5.43% same-day reaction implies management offered constructive forward commentary, but the reported EPS missed estimates materially (actual well below consensus), so the messaging is mixed rather than clearly optimistic or cautious. Main upside drivers: apparent upbeat guidance or constructive outlook that the market rewarded, and large revenue base (5.02B) that suggests stability. Main downside drivers: a material EPS miss (marke",3233,1548,0.003904,high,HIGH_RISK,-0.911764705882353,5.4348,-1.43,0,0,3.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2020-05-07
MLM,2020,1,GAINER,Martin Marietta Materials,Basic Materials,True,,90.25909304618835,DOWN,0.3,3.0,10.5324,False,False,,"PART 1 - Analysis:
Management tone: Moderately cautious — the company posted a weak EPS outcome versus expectations, market reaction was negative, and there is no evidence of upbeat forward guidance or strong demand commentary. Main upside drivers are minimal (large revenue base but no evidence of acceleration or margin improvement); downside drivers include an EPS miss, a sharp earnings-day sell-off, a large YoY EPS deterioration, and likely continued visibility/cash concerns.

PART 2 - Summary",3233,1036,0.00288,high,HIGH_RISK,-0.163265306122449,-4.7941,-4.02,0,4,3.0,NO,0.0,4.0,NO,NO,NO,NO,NO,UNKNOWN,YES,YES,YES,YES,High,2020-02-11
O,2019,3,LOSER,Realty Income,Real Estate,True,,92.14068698883057,DOWN,0.3,3.0,-10.0992,True,False,,"**PART 1 - Analysis:**
Management tone is classified as ""Moderately cautious"" — inferred from the lack of any announced guidance raise, the absence of positive forward signals in the materials, and the market's negative reaction on and into the print. Upside over the next 30 days is limited (small baseline revenue of $1.4706B and EPS $0.35 provide some floor), while downside drivers dominate: a pre-earnings drift (-3.23%) and an earnings-day decline (-2.41%) imply disappointment or a sell-the-ne",3213,1225,0.003253,medium,DIR_TOO_LOW,,-2.4089,-3.23,0,0,3.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-08-05
AZO,2019,2,GAINER,AutoZone,Consumer Cyclical,True,,98.26586604118349,UP,0.7,7.0,16.9514,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlighted accelerating commercial growth, network/hub expansion and proactive store/program openings while remaining measured on macro risks. Main upside drivers: stronger-than-expected commercial sales (+12.9%, now 21% of sales and +$59M YoY), healthy same-store sales (+2.6%), and clear margin expansion (gross margin +115 bps and SG&A down ~667 bps) that drove EBIT margin to 16.3% and an immediate market rally (+5.1% day). M",5017,1397,0.004048,low,D7_EPS_MISSING,,5.1034,2.0,3,0,7.0,NO,3.0,0.0,UNKNOWN,YES,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,Low,2019-05-21
DVN,2020,1,GAINER,Devon Energy,Energy,True,,87.65902304649353,UP,0.6,6.0,15.8318,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — repeated references to cash preservation, activity suspensions and conservative capital plans balance against clear de-risking (large liquidity cushion, hedges, and an FCF quarter). Main upside drivers: generated free cash flow, $4.7bn liquidity + $170m deposit, ~90% 2020 hedge protection and regional basis locks, capex underrun and ahead-of-plan cost savings; main downside drivers: explicit suspension of activity in multiple plays, 6",5405,1765,0.004881,low,HAS_VETOES,1.7222222222222223,2.7728,-9.03,3,1,6.0,NO,3.0,1.0,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,Low,2020-02-18
GE,2020,4,GAINER,GE Aerospace,Industrials,True,,103.0573320388794,UP,0.6,6.0,20.5592,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced. The market reaction (+2.72% on the earnings day after a slight pre-earnings drift of -1.23%) suggests results were modestly positive or in-line without an aggressive raise to forward expectations. Main upside drivers: modest positive earnings-day surprise, stable top-line and EPS reported. Main downside drivers: no evidence of guidance raise or sustained catalyst, and lack of clear margin/visibility improvements increases sell-the-news risk over ",3212,920,0.002643,low,D6_EPS_MISSING,,2.723,-1.23,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2020-10-28
ROK,2019,1,GAINER,Rockwell Automation,Industrials,True,,110.07829999923706,UP,0.6,6.0,11.1179,True,False,,"**PART 1 - Analysis:**
Management's medium-term tone is Balanced — the team highlighted ""strong"" organic growth, margin expansion and backlog/book-to-bill strength while keeping forward guidance essentially unchanged and noting currency/headwind effects. Upside drivers: a clear organic-growth beat (5.7% vs expectations), margin expansion (+40bps), strong free cash flow and book-to-bill >1 with backlog growth and active buybacks. Downside drivers: guidance was reaffirmed rather than raised (sell‑",5302,1610,0.004545,medium,D6_RISK_NOT_LOW,,6.3583,6.22,4,0,6.0,NO,4.0,0.0,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,Medium,2019-01-29
REGN,2020,2,LOSER,Regeneron Pharmaceuticals,Healthcare,True,,102.38680505752563,DOWN,0.4,4.0,-11.0933,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they emphasize strong pipeline catalysts (REGN-COV2 timelines) and aggressive commercial execution (Dupixent growth, $5B buyback) while acknowledging COVID-related headwinds to EYLEA and rising R&D/COGS. Main upside drivers: 70% y/y DUPIXENT growth, strong free cash flow and aggressive buyback supporting EPS, and near-term pipeline catalysts/visibility. Main downside drivers: EYLEA declines (ex-US -10%) and COVID impact on demand, l",5541,1622,0.004629,medium,HAS_VETOES,0.197324414715719,-0.53,-1.21,3,2,4.0,NO,3.0,2.0,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,Medium,2020-05-05
NRG,2020,2,LOSER,NRG Energy,Utilities,True,,96.35669684410097,UP,0.6,6.0,-15.8693,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — there is no clear language provided showing strong optimism or heightened caution, and market reaction was modestly positive. Key upside drivers: an EPS beat (+0.09 surprise) and a small positive intraday reaction (+2.04%) with limited pre-run-up (+1.39%). Key downside drivers: no disclosed upgrade to guidance or other forward-readability improvements and limited public financial detail, leaving potential sell-the-news or profit-taking risk if f",3233,1061,0.00293,low,D6_POSITIVES_LOW,0.0854700854700855,2.042,1.39,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-05-07
